title,year,film_url,user_rating,annotation
Hard Day,2014,https://www.senscritique.com/film/hard_day/11195598,6/10,
Exodus - Gods and Kings,2014,https://www.senscritique.com/film/exodus_gods_and_kings/10576195,4/10,"Ou comment un blockbuster peut souffrir la comparaison avec un classique réaliser presque 60 ans plus tôt. Bref, revoyez ""Les dix commandements""."
Toute première fois,2015,https://www.senscritique.com/film/toute_premiere_fois/12713501,6/10,
Le Cœur des hommes 3,2013,https://www.senscritique.com/film/le_coeur_des_hommes_3/8180020,6/10,
La Famille Bélier,2014,https://www.senscritique.com/film/la_famille_belier/10949489,6/10,
Gemma Bovery,2014,https://www.senscritique.com/film/gemma_bovery/8857799,7/10,
Taken 3,2015,https://www.senscritique.com/film/taken_3/8822730,4/10,
22 Jump Street,2014,https://www.senscritique.com/film/22_jump_street/7937020,5/10,
Les Trois Frères : Le Retour,2014,https://www.senscritique.com/film/les_trois_freres_le_retour/474867,5/10,
Mea Culpa,2014,https://www.senscritique.com/film/mea_culpa/8194597,6/10,
Une merveilleuse histoire du temps,2014,https://www.senscritique.com/film/une_merveilleuse_histoire_du_temps/10826943,7/10,
Birdman,2014,https://www.senscritique.com/film/birdman/8463636,7/10,
Le Goût de la vie,2007,https://www.senscritique.com/film/le_gout_de_la_vie/441257,5/10,
Captives,2014,https://www.senscritique.com/film/captives/10669337,6/10,
Suspect,2013,https://www.senscritique.com/film/suspect/8141795,6/10,
American Sniper,2014,https://www.senscritique.com/film/american_sniper/8829054,7/10,
Samba,2014,https://www.senscritique.com/film/samba/11033252,6/10,
Killer Joe,2011,https://www.senscritique.com/film/killer_joe/489692,7/10,
La Malédiction d'Arkham,1963,https://www.senscritique.com/film/la_malediction_d_arkham/426967,6/10,
Le Mystère Andromède,1971,https://www.senscritique.com/film/le_mystere_andromede/457866,6/10,
Les Nouveaux Héros,2014,https://www.senscritique.com/film/les_nouveaux_heros/8804127,6/10,
Imitation Game,2014,https://www.senscritique.com/film/imitation_game/10625262,7/10,
Les Yeux jaunes des crocodiles,2014,https://www.senscritique.com/film/les_yeux_jaunes_des_crocodiles/8862125,6/10,
Le Juge,2014,https://www.senscritique.com/film/le_juge/8864562,6/10,
Dallas Buyers Club,2013,https://www.senscritique.com/film/dallas_buyers_club/397793,7/10,
Les Profs,2013,https://www.senscritique.com/film/les_profs/8152334,5/10,
Automata,2014,https://www.senscritique.com/film/automata/11207104,6/10,
Whiplash,2014,https://www.senscritique.com/film/whiplash/10777058,7/10,
Avengers - L'ère d'Ultron,2015,https://www.senscritique.com/film/avengers_l_ere_d_ultron/437798,6/10,
Mad Max - Fury Road,2015,https://www.senscritique.com/film/mad_max_fury_road/480435,8/10,
Une bataille après l'autre,,https://www.senscritique.com/film/une_bataille_apres_l_autre/72691307,,
Avatar - De Feu et de Cendres,,https://www.senscritique.com/film/avatar_de_feu_et_de_cendres/402589,,
Mad Max,1979,https://www.senscritique.com/film/mad_max/383519,7/10,"Il s'avère que je n'avais jamais vu le premier Mad Max. Étrange, d'autant plus que le 2 et le 3 sont des classiques de mon enfance. Peut-être que le premier volet, plus fauché et moins abouti visuellement, est passé moins souvent à la télévision..."
"Connasse, princesse des cœurs",2015,https://www.senscritique.com/film/connasse_princesse_des_coeurs/12713445,5/10,J'ai payé ma place 5€. Et bien j'ai rarement eu autant l'impression qu'un film ne valait pas le prix du billet :-/
Projet Almanac,2014,https://www.senscritique.com/film/projet_almanac/10669261,6/10,
Fastlife,2014,https://www.senscritique.com/film/fastlife/10651680,6/10,
Chappie,2015,https://www.senscritique.com/film/chappie/8822817,7/10,"Alors qu'on l'annonce à la réalisation d'Alien 5 (enfin!), Neil Blomkamp redresse la barre après un Elysium fort décevant (saurez-vous détecter l'euphémisme dans cette phrase?)"
It Follows,2014,https://www.senscritique.com/film/it_follows/11177867,7/10,
Kingsman - Services secrets,2014,https://www.senscritique.com/film/kingsman_services_secrets/8467708,7/10,
Bis,2015,https://www.senscritique.com/film/bis/12590976,6/10,
Cinquante Nuances de Grey,2015,https://www.senscritique.com/film/cinquante_nuances_de_grey/8920178,4/10,
Papa ou Maman,2015,https://www.senscritique.com/film/papa_ou_maman/12021294,6/10,
Les Vacances du Petit Nicolas,2014,https://www.senscritique.com/film/les_vacances_du_petit_nicolas/8630038,5/10,"Je suis percé à jour... oui, j'ai Canal."
Pourquoi j'ai pas mangé mon père,2015,https://www.senscritique.com/film/pourquoi_j_ai_pas_mange_mon_pere/375824,6/10,
Sexy Dance 5 : All in Vegas,2014,https://www.senscritique.com/film/sexy_dance_5_all_in_vegas/10947180,5/10,
Renaissances,2015,https://www.senscritique.com/film/renaissances/8864202,5/10,
Dark Places,2015,https://www.senscritique.com/film/dark_places/9229287,6/10,
Les Combattants,2014,https://www.senscritique.com/film/les_combattants/11195585,6/10,
Un village presque parfait,2015,https://www.senscritique.com/film/un_village_presque_parfait/11270580,6/10,
Fast & Furious 7,2015,https://www.senscritique.com/film/fast_furious_7/8469194,5/10,Les films semblent moins absurdes lorsqu'on ne les regarde que d'un œil...
SMS,2014,https://www.senscritique.com/film/sms/10710761,6/10,
Le Héros de la famille,2006,https://www.senscritique.com/film/le_heros_de_la_famille/479020,6/10,"Un film avec dedans Catherine Deneuve, Miou-Miou, Emmanuelle Béart, Géraldine Pailhas, Valérie Lemercier, Claude Brasseur, Gérard Lanvin, Gilles Lellouche."
Rebecca,1940,https://www.senscritique.com/film/rebecca/419113,7/10,Quelques gros raccourcis par rapport au roman.
Terminator: Genisys,2015,https://www.senscritique.com/film/terminator_genisys/8864773,7/10,"""Vieux, mais pas obsolète!"""
Mission: Impossible - Rogue Nation,2015,https://www.senscritique.com/film/mission_impossible_rogue_nation/8349536,6/10,
Robin des Bois - La Véritable Histoire,2015,https://www.senscritique.com/film/robin_des_bois_la_veritable_histoire/11726225,5/10,
Annabelle,2014,https://www.senscritique.com/film/annabelle/11778543,4/10,
Douze Hommes en colère,1957,https://www.senscritique.com/film/douze_hommes_en_colere/370894,8/10,
San Andreas,2015,https://www.senscritique.com/film/san_andreas/10662201,4/10,
Fenêtre sur cour,1954,https://www.senscritique.com/film/fenetre_sur_cour/407292,8/10,
The Guard,2014,https://www.senscritique.com/film/the_guard/8863265,6/10,
La Nuit du chasseur,1955,https://www.senscritique.com/film/la_nuit_du_chasseur/385235,7/10,
Sils Maria,2014,https://www.senscritique.com/film/sils_maria/8857807,7/10,
Bon Rétablissement !,2014,https://www.senscritique.com/film/bon_retablissement/9075333,6/10,
The Program,2015,https://www.senscritique.com/film/the_program/10500731,5/10,Un docu-fiction où trop de choses sonnent faux.
Poltergeist,2015,https://www.senscritique.com/film/poltergeist/424425,6/10,
Animal,2014,https://www.senscritique.com/film/animal/10312541,4/10,
Le Talent de mes amis,2015,https://www.senscritique.com/film/le_talent_de_mes_amis/12837462,7/10,
Much Loved,2015,https://www.senscritique.com/film/much_loved/14698969,7/10,
Vice-versa,2015,https://www.senscritique.com/film/vice_versa/474891,8/10,
À la poursuite de demain,2015,https://www.senscritique.com/film/a_la_poursuite_de_demain/8264752,6/10,
Mon roi,2015,https://www.senscritique.com/film/mon_roi/12957346,6/10,
"Le Parfum, histoire d'un meurtrier",2006,https://www.senscritique.com/film/le_parfum_histoire_d_un_meurtrier/394176,6/10,
We Are Your Friends,2015,https://www.senscritique.com/film/we_are_your_friends/12612402,6/10,
Crimson Peak,2015,https://www.senscritique.com/film/crimson_peak/8414081,7/10,
Jurassic World,2015,https://www.senscritique.com/film/jurassic_world/361104,6/10,
Les Profs 2,2015,https://www.senscritique.com/film/les_profs_2/13183639,5/10,
Le Labyrinthe,2014,https://www.senscritique.com/film/le_labyrinthe/8465851,6/10,Un film high concept à mi-chemin entre Cube et Hunger Games avec malheureusement tous les défauts des films destinés aux adolescents :-/
Seul sur Mars,2015,https://www.senscritique.com/film/seul_sur_mars/11387996,7/10,"Une adaptation supérieure au roman. Matt Damon très bon et casting de bon aloi (Jeff Daniels, Sean Bean, Chiwetel Ejiofor, Jessica Chastain, Michael Peña...)."
Ant-Man,2015,https://www.senscritique.com/film/ant_man/445917,6/10,
007 Spectre,2015,https://www.senscritique.com/film/007_spectre/8193726,5/10,
The Salvation,2014,https://www.senscritique.com/film/the_salvation/8858435,6/10,
Absolutely Anything,2015,https://www.senscritique.com/film/absolutely_anything/8194974,5/10,
Le Labyrinthe - La terre brûlée,2015,https://www.senscritique.com/film/le_labyrinthe_la_terre_brulee/12400895,5/10,Un film ennuyeux alors que pour une fois dans un blockbuster américains il se passe beaucoup de choses.
