title,year,film_url,user_rating,annotation
I Don't Feel at Home in This World Anymore,2017,https://www.senscritique.com/film/i_don_t_feel_at_home_in_this_world_anymore/24613082,6/10,"Très bon petit film indépendant pour débuter l'année, où se mélange mal-être des classes moyennes américaine et équipes de bras cassés."
Raid Dingue,2017,https://www.senscritique.com/film/raid_dingue/22795502,4/10,Dany Boon dans un rôle presque sérieux?!
Mr Wolff,2016,https://www.senscritique.com/film/mr_wolff/13524863,6/10,
The Prison,2017,https://www.senscritique.com/film/the_prison/25176996,5/10,
Iris,2016,https://www.senscritique.com/film/iris/19601324,5/10,
Brick,2005,https://www.senscritique.com/film/brick/449090,6/10,"Un exercice de style surprenant, où une petite histoire de trafic du stupéfiant qui a mal tourné est traité à la manière des films noirs des années 40. Avec les poncifs du genre."
La Planète des singes - Suprématie,2017,https://www.senscritique.com/film/la_planete_des_singes_suprematie/10761876,4/10,
La Prochaine fois je viserai le cœur,2014,https://www.senscritique.com/film/la_prochaine_fois_je_viserai_le_coeur/11346388,5/10,
Papa ou Maman 2,2016,https://www.senscritique.com/film/papa_ou_maman_2/17250786,6/10,
Un héros très discret,1996,https://www.senscritique.com/film/un_heros_tres_discret/456211,8/10,
De battre mon cœur s'est arrêté,2005,https://www.senscritique.com/film/de_battre_mon_coeur_s_est_arrete/417726,8/10,
Chez nous,2017,https://www.senscritique.com/film/chez_nous/23229456,5/10,
Gangsterdam,2017,https://www.senscritique.com/film/gangsterdam/21326350,4/10,
Épouse-moi mon pote,2017,https://www.senscritique.com/film/epouse_moi_mon_pote/22257740,5/10,
Cyrano de Bergerac,1990,https://www.senscritique.com/film/cyrano_de_bergerac/417029,7/10,
Sous le même toit,2017,https://www.senscritique.com/film/sous_le_meme_toit/21561073,5/10,
[REC],2007,https://www.senscritique.com/film/rec/446750,4/10,
Jumanji - Bienvenue dans la jungle,2017,https://www.senscritique.com/film/jumanji_bienvenue_dans_la_jungle/13243548,5/10,
Justice League,2017,https://www.senscritique.com/film/justice_league/480902,,Non noté puisque pas vu jusqu'au bout (les films du week-end sont parfois les plus difficile à vaincre).
L'Idéal,2016,https://www.senscritique.com/film/l_ideal/15605632,6/10,
Jour J,2017,https://www.senscritique.com/film/jour_j/22114447,5/10,
Ce qui nous lie,2017,https://www.senscritique.com/film/ce_qui_nous_lie/20152286,7/10,
Baywatch : Alerte à Malibu,2017,https://www.senscritique.com/film/baywatch_alerte_a_malibu/16719697,4/10,
L'Amant double,2017,https://www.senscritique.com/film/l_amant_double/24890677,5/10,
L'Incroyable Burt Wonderstone,2013,https://www.senscritique.com/film/l_incroyable_burt_wonderstone/449905,4/10,
Tomb Raider,2018,https://www.senscritique.com/film/tomb_raider/420758,5/10,"Moi qui espérais un Indiana Jones avec des seins, autant dire que j'ai été déçu..."
