title,year,film_url,user_rating,annotation
Ça - Chapitre 2,2019,https://www.senscritique.com/film/ca_chapitre_2/27546969,5/10,
Retour à Zombieland,2019,https://www.senscritique.com/film/retour_a_zombieland/471457,4/10,
La Garçonnière,1960,https://www.senscritique.com/film/la_garconniere/423801,7/10,
Last Christmas,2019,https://www.senscritique.com/film/last_christmas/38671851,6/10,
Comment tuer son boss ?,2011,https://www.senscritique.com/film/comment_tuer_son_boss/479983,6/10,
1917,2019,https://www.senscritique.com/film/1917/35286461,8/10,
Godzilla II - Roi des monstres,2019,https://www.senscritique.com/film/godzilla_ii_roi_des_monstres/11324934,3/10,
Le Cas Richard Jewell,2019,https://www.senscritique.com/film/le_cas_richard_jewell/10870556,7/10,
Dark Waters,2019,https://www.senscritique.com/film/dark_waters/38876395,6/10,
Pacific Rim: Uprising,2018,https://www.senscritique.com/film/pacific_rim_uprising/11361645,3/10,
Ip Man 3,2015,https://www.senscritique.com/film/ip_man_3/15124811,6/10,
Alice et le Maire,2019,https://www.senscritique.com/film/alice_et_le_maire/34675150,6/10,
Pandora,2016,https://www.senscritique.com/film/pandora/23473856,5/10,
Vice,2018,https://www.senscritique.com/film/vice/26421066,5/10,
Comment tuer son boss 2,2014,https://www.senscritique.com/film/comment_tuer_son_boss_2/8464439,6/10,
Underwater,2020,https://www.senscritique.com/film/underwater/25027831,5/10,
Peppermint,2018,https://www.senscritique.com/film/peppermint/32115005,4/10,
La Couleur hors de l'espace,2019,https://www.senscritique.com/film/la_couleur_hors_de_l_espace/38916940,6/10,
The Way Back,2020,https://www.senscritique.com/film/the_way_back/38915302,5/10,
Vivarium,2019,https://www.senscritique.com/film/vivarium/39308515,7/10,
Pandémie,2013,https://www.senscritique.com/film/pandemie/10391255,5/10,
The Hunt,2020,https://www.senscritique.com/film/the_hunt/32056361,5/10,
La nuit a dévoré le monde,2018,https://www.senscritique.com/film/la_nuit_a_devore_le_monde/22059561,5/10,
It Comes at Night,2017,https://www.senscritique.com/film/it_comes_at_night/24514376,4/10,
Ip Man 4 : Le Dernier Combat,2019,https://www.senscritique.com/film/ip_man_4_le_dernier_combat/23012717,6/10,"Un film qui ne demande aucun effort : les méchants sont vraiment très méchants, le gentils sont très gentils et certains font mine d'être méchants mais vont revenir dans le droit chemin facilement."
Le Lac aux oies sauvages,2019,https://www.senscritique.com/film/le_lac_aux_oies_sauvages/38932589,7/10,"Enormément apprécié ce film à la fois contemplatif et nerveux, comme un trait d'union entre le polar hong-kongais et le nouveau cinéma chinois."
Premières Vacances,2019,https://www.senscritique.com/film/premieres_vacances/29339950,6/10,
Forte,2020,https://www.senscritique.com/film/forte/40169357,5/10,
Le Mystère Henri Pick,2019,https://www.senscritique.com/film/le_mystere_henri_pick/30986330,6/10,
L'Ombre d'Emily,2018,https://www.senscritique.com/film/l_ombre_d_emily/27740364,6/10,
Une bataille après l'autre,,https://www.senscritique.com/film/une_bataille_apres_l_autre/72691307,,
