title,year,film_url,user_rating,annotation
Là-haut,2009,https://www.senscritique.com/film/la_haut/479344,7/10,"Film à la fois très touchant et très drôle. Cependant j'ai toujours un peu de mal avec les films d'animation qui ont le cul entre 2 chaises, mi-réaliste mi-fantaisiste :-/"
Everest,2015,https://www.senscritique.com/film/everest/8461500,7/10,Film catastrophe pudique proche parfois du documentaire. Dommage que certains personnages soient sous-exploités :-/
The Big Short - Le Casse du siècle,2015,https://www.senscritique.com/film/the_big_short_le_casse_du_siecle/13089556,8/10,Une forme un peu racoleuse et pour le coup très accrocheuse pour un fond didactique et captivant.
Agents très spéciaux - Code U.N.C.L.E.,2015,https://www.senscritique.com/film/agents_tres_speciaux_code_u_n_c_l_e/459990,6/10,"Jamais vraiment drôle, jamais vraiment inventif (sauf peut-être cette première scène à Berlin Est)."
La Tulipe noire,1964,https://www.senscritique.com/film/la_tulipe_noire/364483,6/10,Vu d'un oeil...
Deuxième chance à Brooklyn,2014,https://www.senscritique.com/film/deuxieme_chance_a_brooklyn/8152339,5/10,"Un mélo sans grand intêret si ce n'est son casting. C'est convenu, ni drôle ni triste et ressemble terriblement à un téléfim du samedi après-midi."
L'Homme qui tua Liberty Valance,1962,https://www.senscritique.com/film/l_homme_qui_tua_liberty_valance/413424,8/10,
Why Don't You Play in Hell?,2013,https://www.senscritique.com/film/why_don_t_you_play_in_hell/8462756,6/10,Un grand délire qui se termine en grand n'importe quoi :-)
La Bataille de la Montagne du Tigre,2014,https://www.senscritique.com/film/la_bataille_de_la_montagne_du_tigre/9927591,6/10,"Cela aurait pu être un formidable wu xia pian enneigé, mais au XXème siècle la magie n'opère pas :-("
Detective Dee II - La Légende du dragon des mers,2013,https://www.senscritique.com/film/detective_dee_ii_la_legende_du_dragon_des_mers/9927590,7/10,Du tout bon Tsui Hark!!
The Crossing,2014,https://www.senscritique.com/film/the_crossing/8904105,7/10,
The Crossing Part 2,2015,https://www.senscritique.com/film/the_crossing_part_2/15274435,7/10,
