title,year,film_url,user_rating,annotation
Le Ciel peut attendre,1943,https://www.senscritique.com/film/le_ciel_peut_attendre/1316152,8/10,Merveilleux. Alchimie incroyable entre les deux protagonistes. Gene Tierner est magnifique et Don Ameche cabotine juste ce qu'il faut :-)
Jeux dangereux,1942,https://www.senscritique.com/film/jeux_dangereux/465400,7/10,"Comédie d'espionnage rythmée, au scénario ambitieux avec moult rebondissements. Les acteurs en font des caisses (mais c'est ça qu'on aime) et Jack Benny cabotine à fond :-) (son personnage et son jeu font d'ailleurs un peu penser au Henry van Cleve/Don Ameche de ""Le ciel peut attendre"")."
Les Cinq Diables,2021,https://www.senscritique.com/film/les_cinq_diables/44116018,5/10,"Intéressant. Vraie proposition de cinéma, mais on accroche difficilement au triangle (carré ?) amoureux. De fait deuxième moitié au peu longuette :-("
L'Aventure de Mme Muir,1947,https://www.senscritique.com/film/l_aventure_de_mme_muir/380676,7/10,
Une obsession venue d'ailleurs,2022,https://www.senscritique.com/film/une_obsession_venue_d_ailleurs/51657304,6/10,Sans prétention mais finalement assez agréable à regarder.
Péché mortel,1945,https://www.senscritique.com/film/peche_mortel/411249,7/10,
Le Chat potté 2 - La dernière quête,2022,https://www.senscritique.com/film/le_chat_potte_2_la_derniere_quete/11528908,6/10,
Don't Worry Darling,2022,https://www.senscritique.com/film/don_t_worry_darling/42823920,6/10,
Les Femmes de Stepford,1975,https://www.senscritique.com/film/les_femmes_de_stepford/436950,6/10,
Babylon,2022,https://www.senscritique.com/film/babylon/39750335,8/10,
Vesper Chronicles,2022,https://www.senscritique.com/film/vesper_chronicles/45284502,6/10,
Le Dernier Voyage,2020,https://www.senscritique.com/film/le_dernier_voyage/43317824,4/10,
Une heure de tranquillité,2014,https://www.senscritique.com/film/une_heure_de_tranquillite/12019137,4/10,
Revenge,2017,https://www.senscritique.com/film/revenge/25023849,5/10,
Under the Skin,2013,https://www.senscritique.com/film/under_the_skin/431883,7/10,
Plancha,2022,https://www.senscritique.com/film/plancha/44691292,6/10,
Hérédité,2018,https://www.senscritique.com/film/heredite/29704762,6/10,
L'Origine du mal,2022,https://www.senscritique.com/film/l_origine_du_mal/43800761,6/10,
As Bestas,2022,https://www.senscritique.com/film/as_bestas/45429215,7/10,
