title,year,film_url,user_rating,annotation
Le Temps des secrets,2022,https://www.senscritique.com/film/le_temps_des_secrets/44094632,5/10,
Un ours dans le Jura,2025,https://www.senscritique.com/film/un_ours_dans_le_jura/77521507,6/10,
Conclave,2024,https://www.senscritique.com/film/conclave/48103187,8/10,
Zu - Les Guerriers de la montagne magique,1983,https://www.senscritique.com/film/zu_les_guerriers_de_la_montagne_magique/391669,6/10,"Montage alternatif américain de 1985 ""Zu, Time Warrior "". Plus sérieux et plus cadré que la version d'origine, mérite le détour."
Mulholland Drive,2001,https://www.senscritique.com/film/mulholland_drive/411899,8/10,
Love Me,2024,https://www.senscritique.com/film/love_me/68352735,6/10,
À toute allure,2024,https://www.senscritique.com/film/a_toute_allure/85605865,6/10,
Un talent en or massif,2022,https://www.senscritique.com/film/un_talent_en_or_massif/40683458,5/10,
A Real Pain,2024,https://www.senscritique.com/film/a_real_pain/68710645,6/10,
The Gorge,2025,https://www.senscritique.com/film/the_gorge/50613817,6/10,
Mickey 17,2025,https://www.senscritique.com/film/mickey_17/46028294,6/10,
Annihilation,2018,https://www.senscritique.com/film/annihilation/15443551,5/10,
En fanfare,2024,https://www.senscritique.com/film/en_fanfare/60895544,7/10,
Le Retour du héros,2018,https://www.senscritique.com/film/le_retour_du_heros/25326072,5/10,
Heretic,2024,https://www.senscritique.com/film/heretic/85721413,3/10,
Et plus si affinités,2024,https://www.senscritique.com/film/et_plus_si_affinites/68306415,6/10,
Legend of the Fist: The Return of Chen Zhen,2010,https://www.senscritique.com/film/legend_of_the_fist_the_return_of_chen_zhen/381663,6/10,
Novocaine,2025,https://www.senscritique.com/film/novocaine/105025481,5/10,
Companion,2025,https://www.senscritique.com/film/companion/99025935,4/10,
La Favorite,2018,https://www.senscritique.com/film/la_favorite/17461382,7/10,
Making of,2023,https://www.senscritique.com/film/making_of/46450183,6/10,
Chicken Run,2000,https://www.senscritique.com/film/chicken_run/428194,7/10,
La Vallée des fous,2024,https://www.senscritique.com/film/la_vallee_des_fous/63948801,6/10,
F1 - Le Film,2025,https://www.senscritique.com/film/f1_le_film/45505064,4/10,"Distrayant (bien que convenu) au départ, avec son vieux loup des circuits qui vient secouer le paddock, F1 cale vite : dès que la piste s’anime, la crédibilité se prend un mur et le spectacle devient aussi creux et superficiel qu’un podium sans champagne."
Les Barbares,2024,https://www.senscritique.com/film/les_barbares/57879518,5/10,
Les Pistolets en plastique,2024,https://www.senscritique.com/film/les_pistolets_en_plastique/56276275,5/10,
Fountain of Youth,2025,https://www.senscritique.com/film/fountain_of_youth/72833959,4/10,Film anecdotique mais au casting reluisant. Guy Ritchie peine (euphémisme) à imposer sa patte.
5ème Set,2020,https://www.senscritique.com/film/5eme_set/42900040,6/10,Drame captivant sur un thème rarement exploré : celui des sportifs has been et des outsiders qui refusent d’abandonner.
Flow - Le chat qui n’avait plus peur de l’eau,2024,https://www.senscritique.com/film/flow_le_chat_qui_navait_plus_peur_de_leau/53154703,7/10,
Jurassic World - Renaissance,2025,https://www.senscritique.com/film/jurassic_world_renaissance/76470486,5/10,
Une bataille après l'autre,,https://www.senscritique.com/film/une_bataille_apres_l_autre/72691307,,
Avatar - De Feu et de Cendres,,https://www.senscritique.com/film/avatar_de_feu_et_de_cendres/402589,,
The Tree of Life,2011,https://www.senscritique.com/film/the_tree_of_life/381184,7/10,
This Is It,2009,https://www.senscritique.com/film/this_is_it/472308,6/10,
A House of Dynamite,2025,https://www.senscritique.com/film/a_house_of_dynamite/93998938,7/10,
Jamais sans mon psy,2024,https://www.senscritique.com/film/jamais_sans_mon_psy/60058282,5/10,
L'Art d'être heureux,2024,https://www.senscritique.com/film/l_art_d_etre_heureux/58777046,6/10,
Princess Bride,1987,https://www.senscritique.com/film/princess_bride/492008,7/10,
Roofman,2025,https://www.senscritique.com/film/roofman/75358905,7/10,
Le Routard,2025,https://www.senscritique.com/film/le_routard/79133346,4/10,
